2023-09-02 14:00:00,0,0,0,40
2024-02-02 00:00:00,0,4,40,40
2024-08-25 00:00:00,4,10,40,50
2024-10-01 00:00:00,10,22,50,50
2024-11-29 00:00:00,22,28,50,50
2025-01-25 09:00:00,28,32,50,50
2025-02-03 16:27:20,32,33,50,50
